"last_name, first_name","player_id","year","player_age","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg"
"Garcia, Maikel","672580","2023","23","126","98","20","4","4","115","38",22.3,7.4,".272"
"Robert Jr., Luis","673357","2023","25","144","69","36","1","38","172","30",28.9,5,".264"
"Kim, Ha-Seong","673490","2023","27","140","100","23","0","17","124","75",19.8,12,".260"
"Suzuki, Seiya","673548","2023","28","147","90","31","6","20","130","59",22.3,10.1,".285"
"Jung, Josh","673962","2023","25","127","78","25","1","23","151","30",29.3,5.8,".266"
"Rodríguez, Julio","677594","2023","22","180","109","37","2","32","175","47",24.5,6.6,".275"
"Witt Jr., Bobby","677951","2023","23","177","108","28","11","30","121","40",17.4,5.8,".276"
"Tovar, Ezequiel","678662","2023","21","147","91","37","4","15","166","25",27,4.1,".253"
"Torkelson, Spencer","679529","2023","23","141","75","34","1","31","171","67",25,9.8,".233"
"Kwan, Steven","680757","2023","25","171","123","36","7","5","75","70",10.4,9.7,".268"
"Stott, Bryson","681082","2023","25","164","115","32","2","15","100","39",15.6,6.1,".280"
"Outman, James","681546","2023","26","120","78","16","3","23","181","68",31.9,12,".248"
"Abrams, CJ","682928","2023","22","138","86","28","6","18","118","32",19.2,5.2,".245"
"Carroll, Corbin","682998","2023","22","161","96","30","10","25","125","57",19.4,8.8,".285"
"Henderson, Gunnar","683002","2023","22","143","77","29","9","28","159","56",25.6,9,".255"
"Volpe, Anthony","683011","2023","22","113","65","23","4","21","167","52",27.8,8.7,".209"
"Vaughn, Andrew","683734","2023","25","146","93","30","2","21","129","36",21,5.9,".258"
"Yoshida, Masataka","807799","2023","29","155","104","33","3","15","81","34",14,5.9,".289"
"McCutchen, Andrew","457705","2024","37","93","59","15","1","18","115","52",25.6,11.6,".238"
"Turner, Justin","457759","2024","39","97","70","18","0","9","79","46",17.7,10.3,".252"
"Santana, Carlos","467793","2024","38","103","61","24","0","18","86","52",17.2,10.4,".235"
"Martinez, J.D.","502110","2024","36","96","57","22","1","16","127","44",29.1,10.1,".252"
"Goldschmidt, Paul","502671","2024","36","126","80","26","0","20","153","41",27.2,7.3,".244"
"Altuve, Jose","514888","2024","34","161","119","24","0","18","107","40",18,6.7,".294"
"Freeman, Freddie","518692","2024","34","134","80","31","2","21","86","66",15.7,12,".288"
"Perez, Salvador","521692","2024","34","138","87","26","0","25","112","39",20.1,7,".273"
"Ozuna, Marcell","542303","2024","33","158","94","27","0","37","150","59",25.7,10.1,".306"
"Semien, Marcus","543760","2024","33","130","85","25","2","18","89","57",14.5,9.3,".234"
"Springer III, George","543807","2024","34","102","64","17","2","19","102","53",19.1,9.9,".216"
"Harper, Bryce","547180","2024","31","130","70","34","0","26","113","66",21.2,12.4,".281"
"Suárez, Eugenio","553993","2024","32","116","65","26","2","23","145","42",26.9,7.8,".242"
"Arenado, Nolan","571448","2024","33","134","100","19","0","15","75","36",13.7,6.6,".267"
"Walker, Christian","572233","2024","33","102","59","20","0","23","114","48",24.7,10.4,".254"
"Canha, Mark","592192","2024","35","88","62","19","0","7","91","48",21,11.1,".238"
"Castellanos, Nick","592206","2024","32","130","81","27","3","19","118","34",20.9,6,".249"
"Judge, Aaron","592450","2024","32","158","74","32","1","51","147","112",24.1,18.4,".326"
"Machado, Manny","592518","2024","31","139","90","26","0","23","102","40",18.5,7.2,".274"
"Profar, Jurickson","595777","2024","31","136","91","24","0","21","86","67",14.9,11.6,".280"
"Lindor, Francisco","596019","2024","30","153","87","36","1","29","116","50",18.4,7.9,".271"
"Candelario, Jeimer","600869","2024","30","96","51","23","2","20","114","27",24.6,5.8,".225"
"Bell, Josh","605137","2024","31","125","83","22","2","18","108","45",19.2,8,".248"
"Arcia, Orlando","606115","2024","29","104","68","21","0","15","106","34",20.9,6.7,".224"
"Hernández, Teoscar","606192","2024","31","140","81","29","2","28","161","46",28.1,8,".270"
"Marte, Ketel","606466","2024","30","130","78","20","2","30","89","52",17.8,10.4,".298"
"Nimmo, Brandon","607043","2024","31","111","66","24","3","18","136","71",24.1,12.6,".231"
"Turner, Trea","607208","2024","31","120","85","20","0","15","81","23",18.8,5.3,".299"
"Ramírez, José","608070","2024","31","146","80","31","1","34","73","46",12.5,7.9,".275"
"Bregman, Alex","608324","2024","30","131","82","26","2","21","74","37",13.5,6.8,".260"
"Seager, Corey","608369","2024","30","132","81","21","0","30","96","53",18,9.9,".278"
"Winker, Jesse","608385","2024","30","106","70","23","0","13","98","57",21.2,12.3,".270"
"Swanson, Dansby","621020","2024","30","105","69","21","2","13","124","45",25.1,9.1,".236"
"Ward, Taylor","621493","2024","30","118","72","25","2","19","141","48",25.5,8.7,".240"
"Olson, Matt","621566","2024","30","120","63","31","1","25","152","53",26.3,9.2,".234"
"Santander, Anthony","623993","2024","29","123","60","22","2","39","110","47",19.3,8.2,".240"
"Alonso, Pete","624413","2024","29","126","67","29","0","30","144","59",24.2,9.9,".240"
"Soler, Jorge","624585","2024","32","96","53","25","1","17","123","60",25.4,12.4,".230"
"Cronenworth, Jake","630105","2024","30","125","80","26","3","16","101","48",17.7,8.4,".248"
"Bellinger, Cody","641355","2024","28","114","77","22","1","14","74","36",15.6,7.6,".264"
"McMahon, Ryan","641857","2024","29","120","78","25","0","17","157","61",28.2,11,".246"
"Adames, Willy","642715","2024","28","134","77","28","0","29","149","66",25,11.1,".255"
"Benintendi, Andrew","643217","2024","29","87","54","18","0","15","82","34",18.7,7.8,".217"
"McNeil, Jeff","643446","2024","32","100","62","26","0","12","66","33",14.3,7.1,".239"
"Devers, Rafael","646240","2024","27","132","66","33","5","28","127","58",23.8,10.9,".281"
"Naylor, Josh","647304","2024","27","118","66","23","0","29","87","52",16,9.6,".245"
"Arraez, Luis","650333","2024","27","171","140","25","2","4","26","21",4.5,3.6,".310"
"Torres, Gleyber","650402","2024","27","119","86","21","0","12","116","55",20.9,9.9,".244"
"Castro, Willi","650489","2024","27","124","79","29","5","11","136","47",24.5,8.5,".253"
"Díaz, Yandy","650490","2024","32","137","98","26","1","12","83","42",15.1,7.7,".274"
"De La Cruz, Bryan","650559","2024","27","124","82","23","0","19","150","27",26.9,4.8,".237"
"Chapman, Matt","656305","2024","31","125","70","33","1","21","138","61",24,10.6,".248"
"Hoskins, Rhys","656555","2024","31","82","48","11","0","23","122","43",27.5,9.7,".211"
"Schwarber, Kyle","656941","2024","31","114","69","17","0","28","167","94",28.5,16.1,".238"
"Thomas, Lane","657041","2024","28","93","60","21","3","9","109","41",24.7,9.3,".239"
"Verdugo, Alex","657077","2024","28","118","78","28","1","11","85","45",15.2,8,".235"
"DeJong, Paul","657557","2024","30","96","55","17","0","24","143","22",32.1,4.9,".234"
"Sheets, Gavin","657757","2024","28","98","65","24","1","8","97","38",21.7,8.5,".244"
"Ohtani, Shohei","660271","2024","29","157","77","30","6","44","139","71",22.4,11.4,".292"
"Sánchez, Jesús","660821","2024","26","99","61","20","1","17","113","29",25.3,6.5,".241"
"Contreras, William","661388","2024","26","148","92","34","2","20","118","64",19.8,10.7,".280"
"Varsho, Daulton","662139","2024","27","94","50","20","7","17","126","46",26,9.5,".218"
"Hoerner, Nico","663538","2024","27","129","94","29","1","5","61","41",11,7.4,".259"
"Riley, Austin","663586","2024","27","109","62","26","2","19","118","37",25.2,7.9,".256"
"Mountcastle, Ryan","663624","2024","27","120","76","29","2","13","106","27",21.9,5.6,".265"
"India, Jonathan","663697","2024","27","116","76","26","1","13","110","66",20.1,12.1,".251"
"Raleigh, Cal","663728","2024","27","93","52","13","0","28","153","57",29.4,11,".205"
"Vierling, Matt","663837","2024","27","117","72","25","5","15","99","28",20.5,5.8,".261"
"Stephenson, Tyler","663886","2024","27","101","59","23","1","18","87","40",20.2,9.3,".264"
"Rodgers, Brendan","663898","2024","27","122","84","24","1","13","107","25",22.6,5.3,".276"
"Lowe, Nathaniel","663993","2024","28","103","78","13","1","11","105","56",22.5,12,".255"
"Happ, Ian","664023","2024","29","117","59","33","2","23","149","70",26.8,12.6,".245"
"France, Ty","664034","2024","29","94","62","21","0","11","100","36",22.4,8.1,".238"
"Bohm, Alec","664761","2024","27","147","88","44","2","13","76","38",13.6,6.8,".290"
"Peña, Jeremy","665161","2024","26","140","101","23","2","14","97","22",17.3,3.9,".270"
"Guerrero Jr., Vladimir","665489","2024","25","170","104","38","1","27","83","61",14,10.3,".324"
"Soto, Juan","665742","2024","25","146","78","27","4","37","96","110",15.6,17.9,".293"
"Taveras, Leody","665750","2024","25","96","68","16","3","9","96","34",20.8,7.4,".228"
"Cruz, Oneil","665833","2024","25","127","75","31","3","18","159","38",31.1,7.4,".271"
"Chisholm Jr., Jazz","665862","2024","26","127","83","18","4","22","131","45",24.8,8.5,".265"
"Giménez, Andrés","665926","2024","25","124","97","19","1","7","80","24",14.8,4.4,".251"
"Adell, Jo","666176","2024","25","83","46","15","2","20","120","34",27.4,7.8,".211"
"Morel, Christopher","666624","2024","25","92","61","9","1","21","141","59",26,10.9,".196"
"García, Adolis","666969","2024","31","111","67","23","0","21","146","37",26.7,6.8,".223"
"Gurriel Jr., Lourdes","666971","2024","30","133","93","22","1","17","98","27",18.8,5.2,".274"
"Rooker Jr., Brent","667670","2024","29","132","73","24","2","33","146","52",28.8,10.3,".295"
"Arozarena, Randy","668227","2024","29","101","57","26","0","18","139","62",25.3,11.3,".217"
"Bleday, JJ","668709","2024","26","121","60","37","4","20","103","56",18.9,10.3,".248"
"Steer, Spencer","668715","2024","26","116","65","30","2","19","116","63",20.5,11.1,".234"
"Reynolds, Bryan","668804","2024","29","150","101","24","3","22","133","49",22.5,8.3,".282"
"Turang, Brice","668930","2024","24","121","91","19","4","7","93","44",17.6,8.3,".255"
"Rutschman, Adley","668939","2024","26","126","90","17","1","18","86","50",15.8,9.2,".259"
"Langeliers, Shea","669127","2024","26","92","49","16","2","25","121","33",26.7,7.3,".223"
"Smith, Will","669257","2024","29","102","62","22","1","17","93","46",19.6,9.7,".247"
"Burger, Jake","669394","2024","28","108","64","18","1","25","126","28",26.4,5.9,".247"
"Smith, Josh","669701","2024","26","116","78","25","1","12","100","42",20.1,8.4,".267"
"Alvarez, Yordan","670541","2024","27","151","89","30","2","30","82","62",14.7,11.1,".313"
"Paredes, Isaac","670623","2024","25","108","65","23","1","19","88","65",15.9,11.7,".230"
"García, Luis","671277","2024","24","125","86","23","1","15","71","24",15.6,5.3,".290"
"Garcia, Maikel","672580","2024","24","124","88","24","5","7","88","36",15.6,6.4,".238"
"Diaz, Yainer","673237","2024","25","148","107","22","3","16","85","19",16.3,3.6,".300"
"Kim, Ha-Seong","673490","2024","28","94","64","16","3","11","77","58",16.4,12.3,".233"
"Suzuki, Seiya","673548","2024","29","119","71","23","6","19","133","47",27.1,9.6,".275"
"Burleson, Alec","676475","2024","25","131","92","18","0","21","66","27",13,5.3,".280"
"Meyers, Jake","676694","2024","28","92","59","18","3","12","107","30",23.8,6.7,".226"
"Rodríguez, Julio","677594","2024","23","118","93","12","0","13","131","34",26.4,6.9,".259"
"Witt Jr., Bobby","677951","2024","24","187","107","39","11","30","93","46",15.2,7.5,".338"
"Tovar, Ezequiel","678662","2024","22","150","87","40","2","21","171","20",28.9,3.4,".270"
"Rafaela, Ceddanne","678882","2024","23","122","83","20","5","14","128","15",25.3,3,".255"
"Kwan, Steven","680757","2024","26","132","100","16","3","13","43","43",8.7,8.7,".295"
"Duran, Jarren","680776","2024","27","168","90","44","13","21","137","49",21.8,7.8,".294"
"Gelof, Zack","680869","2024","24","84","51","15","2","16","157","33",34.7,7.3,".205"
"Donovan, Brendan","680977","2024","27","136","94","29","2","11","67","39",11.9,7,".269"
"Stott, Bryson","681082","2024","26","102","75","15","2","10","77","49",16,10.2,".242"
"Cowser, Colton","681297","2024","24","104","61","21","2","20","144","43",30.3,9.1,".246"
"O'Hoppe, Logan","681351","2024","24","100","68","14","1","17","133","26",29.5,5.8,".241"
"De La Cruz, Elly","682829","2024","22","138","77","31","8","22","178","61",29.8,10.2,".261"
"Abrams, CJ","682928","2024","23","121","71","26","6","18","116","38",21,6.9,".244"
"Greene, Riley","682985","2024","23","109","60","24","5","20","131","56",27.1,11.6,".258"
"Carroll, Corbin","682998","2024","23","116","67","18","12","19","104","58",18.1,10.1,".232"
"Henderson, Gunnar","683002","2024","23","150","86","24","6","34","137","68",22.1,11,".276"
"Volpe, Anthony","683011","2024","23","142","97","27","7","11","134","37",22.1,6.1,".254"
"Vaughn, Andrew","683734","2024","26","113","70","28","0","15","116","34",22.1,6.5,".235"
"Busch, Michael","683737","2024","26","107","64","25","2","16","144","55",29.6,11.3,".251"
"Frelick, Sal","686217","2024","24","110","86","18","4","2","69","38",15.1,8.3,".267"
"Pasquantino, Vinnie","686469","2024","26","130","79","30","2","19","71","40",12.8,7.2,".262"
"Doyle, Brenton","686668","2024","26","131","81","24","4","22","139","43",26,8,".273"
"Neto, Zach","687263","2024","23","115","66","28","1","20","115","33",22.5,6.5,".250"
"Keith, Colt","690993","2024","22","114","85","14","3","12","92","31",19.3,6.5,".257"
"Winn, Masyn","691026","2024","22","139","98","25","4","12","91","37",16.8,6.8,".281"
"Chourio, Jackson","694192","2024","20","121","79","22","2","18","94","31",19.9,6.6,".278"
"Schanuel, Nolan","694384","2024","22","111","82","17","0","12","87","59",16.6,11.2,".248"
"Langford, Wyatt","694671","2024","22","99","67","19","4","9","93","40",20.6,8.8,".244"
"Young, Jacob","696285","2024","24","103","77","22","1","3","87","26",19.5,5.8,".258"
"Merrill, Jackson","701538","2024","21","140","91","22","6","21","91","24",17.7,4.7,".291"
